4.22E+03,7.29E-02,1.22E-04
3.16E+03,7.76E-02,-7.13E-03
2.37E+03,7.94E-02,-1.18E-02
1.78E+03,8.10E-02,-1.54E-02
1.33E+03,8.38E-02,-1.85E-02
1.00E+03,8.66E-02,-2.10E-02
7.50E+02,9.02E-02,-2.35E-02
5.62E+02,9.40E-02,-2.66E-02
4.22E+02,9.84E-02,-2.99E-02
3.16E+02,1.04E-01,-3.33E-02
2.37E+02,1.09E-01,-3.72E-02
1.78E+02,1.15E-01,-4.18E-02
1.33E+02,1.22E-01,-4.71E-02
1.00E+02,1.32E-01,-5.36E-02
7.50E+01,1.40E-01,-5.98E-02
5.62E+01,1.50E-01,-6.70E-02
4.22E+01,1.59E-01,-7.44E-02
3.16E+01,1.73E-01,-8.55E-02
2.37E+01,1.86E-01,-9.78E-02
1.78E+01,2.02E-01,-1.10E-01
1.33E+01,2.20E-01,-1.26E-01
1.00E+01,2.43E-01,-1.44E-01
7.50E+00,2.70E-01,-1.63E-01
5.62E+00,3.02E-01,-1.84E-01
4.22E+00,3.40E-01,-2.05E-01
3.16E+00,3.86E-01,-2.25E-01
2.37E+00,4.40E-01,-2.41E-01
1.78E+00,4.99E-01,-2.51E-01
1.33E+00,5.60E-01,-2.53E-01
1.00E+00,6.20E-01,-2.41E-01
7.50E-01,6.77E-01,-2.21E-01
5.62E-01,7.24E-01,-1.93E-01
4.22E-01,7.60E-01,-1.60E-01
3.16E-01,7.87E-01,-1.31E-01
2.37E-01,8.05E-01,-1.03E-01
1.78E-01,8.16E-01,-7.87E-02
1.33E-01,8.26E-01,-5.83E-02
1.00E-01,8.30E-01,-4.13E-02
7.50E-02,8.33E-01,-2.82E-02
5.62E-02,8.35E-01,-1.58E-02
5.00E-02,8.35E-01,-1.28E-02
