4.22E+03,7.13E-02,-7.29E-05
3.16E+03,7.58E-02,-7.30E-03
2.37E+03,7.78E-02,-1.16E-02
1.78E+03,7.96E-02,-1.46E-02
1.33E+03,8.20E-02,-1.75E-02
1.00E+03,8.46E-02,-2.02E-02
7.50E+02,8.80E-02,-2.30E-02
5.62E+02,9.17E-02,-2.58E-02
4.22E+02,9.61E-02,-2.91E-02
3.16E+02,1.01E-01,-3.27E-02
2.37E+02,1.06E-01,-3.65E-02
1.78E+02,1.12E-01,-4.09E-02
1.33E+02,1.19E-01,-4.57E-02
1.00E+02,1.27E-01,-5.37E-02
7.50E+01,1.37E-01,-5.91E-02
5.62E+01,1.45E-01,-6.62E-02
4.22E+01,1.56E-01,-7.54E-02
3.16E+01,1.69E-01,-8.53E-02
2.37E+01,1.82E-01,-9.74E-02
1.78E+01,1.99E-01,-1.11E-01
1.33E+01,2.17E-01,-1.26E-01
1.00E+01,2.40E-01,-1.45E-01
7.50E+00,2.67E-01,-1.64E-01
5.62E+00,2.99E-01,-1.84E-01
4.22E+00,3.39E-01,-2.06E-01
3.16E+00,3.85E-01,-2.25E-01
2.37E+00,4.39E-01,-2.41E-01
1.78E+00,4.99E-01,-2.51E-01
1.33E+00,5.60E-01,-2.46E-01
1.00E+00,6.20E-01,-2.35E-01
7.50E-01,6.74E-01,-2.12E-01
5.62E-01,7.17E-01,-1.83E-01
4.22E-01,7.50E-01,-1.49E-01
3.16E-01,7.72E-01,-1.21E-01
2.37E-01,7.87E-01,-9.37E-02
1.78E-01,7.95E-01,-7.07E-02
1.33E-01,8.01E-01,-5.25E-02
1.00E-01,8.04E-01,-3.71E-02
7.50E-02,8.06E-01,-2.44E-02
5.62E-02,8.05E-01,-1.51E-02
5.00E-02,8.05E-01,-1.18E-02
