4.22E+03,7.76E-02,-1.24E-03
3.16E+03,8.26E-02,-8.81E-03
2.37E+03,8.45E-02,-1.38E-02
1.78E+03,8.72E-02,-1.75E-02
1.33E+03,8.96E-02,-2.07E-02
1.00E+03,9.27E-02,-2.38E-02
7.50E+02,9.71E-02,-2.70E-02
5.62E+02,1.01E-01,-3.02E-02
4.22E+02,1.06E-01,-3.41E-02
3.16E+02,1.12E-01,-3.79E-02
2.37E+02,1.19E-01,-4.27E-02
1.78E+02,1.26E-01,-4.77E-02
1.33E+02,1.34E-01,-5.36E-02
1.00E+02,1.42E-01,-5.90E-02
7.50E+01,1.54E-01,-6.82E-02
5.62E+01,1.65E-01,-7.70E-02
4.22E+01,1.78E-01,-8.75E-02
3.16E+01,1.93E-01,-9.75E-02
2.37E+01,2.09E-01,-1.10E-01
1.78E+01,2.30E-01,-1.24E-01
1.33E+01,2.52E-01,-1.40E-01
1.00E+01,2.79E-01,-1.57E-01
7.50E+00,3.11E-01,-1.75E-01
5.62E+00,3.49E-01,-1.91E-01
4.22E+00,3.92E-01,-2.05E-01
3.16E+00,4.42E-01,-2.15E-01
2.37E+00,4.94E-01,-2.19E-01
1.78E+00,5.48E-01,-2.13E-01
1.33E+00,5.99E-01,-2.00E-01
1.00E+00,6.41E-01,-1.78E-01
7.50E-01,6.76E-01,-1.52E-01
5.62E-01,7.02E-01,-1.25E-01
4.22E-01,7.20E-01,-9.80E-02
3.16E-01,7.32E-01,-7.68E-02
2.37E-01,7.39E-01,-5.73E-02
1.78E-01,7.43E-01,-4.23E-02
1.33E-01,7.45E-01,-3.06E-02
1.00E-01,7.46E-01,-1.93E-02
7.50E-02,7.46E-01,-1.14E-02
5.62E-02,7.46E-01,-4.83E-03
5.00E-02,7.46E-01,-2.81E-03
