,Freq,Real,Imag
0,1000000.0,10.072854869676085,31.134688103627408
1,794328.2347242822,10.072854939111611,24.731024457865477
2,630957.3444801943,10.072855049161848,19.644378046783057
3,501187.2336272725,10.072855223586162,15.603866400600507
4,398107.17055349774,10.072855500023007,12.394317540678605
5,316227.7660168379,10.072855938147509,9.844811287186198
6,251188.6431509582,10.07285663253098,7.819577136577892
7,199526.2314968883,10.072857733009519,6.210763987823062
8,158489.3192461114,10.072859477096785,4.932696679256876
9,125892.54117941688,10.072862241042174,3.917313476322265
10,100000.0,10.072866620912436,3.110541541034265
11,79432.82347242821,10.072873560698003,2.469417366181267
12,63095.73444801943,10.072884554879797,1.9597988318203026
13,50118.72336272725,10.072901967859753,1.5545470525321055
14,39810.71705534977,10.072929536583175,1.2320812115690771
15,31622.776601683792,10.072973157622577,0.9752294597547828
16,25118.864315095823,10.073042111466291,0.7703147600160614
17,19952.62314968883,10.073150945250434,0.6064271397436534
18,15848.93192461114,10.073322316554028,0.4748438691885879
19,12589.254117941688,10.073591164147505,0.3685671903434892
20,10000.0,10.07401053043698,0.28195585401754625
21,7943.282347242822,10.074659020694892,0.21043223905831193
22,6309.573444801943,10.075648888702087,0.15025133807114543
23,5011.872336272725,10.077131683767663,0.09832097820764951
24,3981.071705534978,10.079295396050906,0.05206302784230833
25,3162.2776601683795,10.082345069134247,0.009301274509473711
26,2511.886431509582,10.086462827193051,-0.0318465651686793
27,1995.262314968883,10.09175840188237,-0.07310093067024277
28,1584.893192461114,10.098244075430989,-0.11619489195151625
29,1258.925411794169,10.105879579580211,-0.16307724624255904
30,1000.0,10.114711985288334,-0.21609378656843786
31,794.3282347242822,10.125089560199383,-0.2780887158581001
32,630.9573444801943,10.137895625786545,-0.3524007734912885
33,501.18723362727246,10.154757908328007,-0.44276790567862934
34,398.1071705534977,10.178220483442397,-0.5531566292233527
35,316.227766016838,10.21186636994311,-0.6874981216753748
36,251.18864315095823,10.260321437777417,-0.8492962142031377
37,199.52623149688787,10.328989924791307,-1.0411365557261918
38,158.48931924611142,10.423360511584285,-1.2642872820450246
39,125.89254117941688,10.547877033178636,-1.5187598109834484
40,100.0,10.704690778310978,-1.8042234029118394
41,79.43282347242821,10.89292921112029,-2.1219020711117755
42,63.09573444801936,11.109173515053902,-2.4770937087057936
43,50.11872336272725,11.349522107159304,-2.881505993418995
44,39.81071705534973,11.613067759014623,-3.3544602243287156
45,31.622776601683796,11.906102600410058,-3.9222346815024673
46,25.11886431509582,12.246094355254526,-4.615262157873538
47,19.952623149688808,12.664477992484692,-5.463346659499667
48,15.848931924611142,13.207450953072788,-6.4893936434489
49,12.589254117941676,13.934108510480616,-7.7024102581095075
50,10.0,14.911451180069584,-9.090872742792628
51,7.943282347242821,16.206262161356875,-10.61794976826695
52,6.309573444801936,17.87468665517666,-12.220193312869926
53,5.011872336272725,19.951263004922083,-13.810841589255409
54,3.981071705534973,22.439684354242296,-15.287863079499273
55,3.1622776601683795,25.307433567436032,-16.54568571271714
56,2.5118864315095824,28.485690498410076,-17.488619771843645
57,1.9952623149688808,31.874820410385688,-18.043551281690018
58,1.584893192461114,35.35462050553129,-18.1696166737808
59,1.2589254117941675,38.79758855120812,-17.863189034755294
60,1.0,42.082962193181274,-17.15743971064952
61,0.7943282347242817,45.10923877230658,-16.11676761090298
62,0.6309573444801934,47.80329595598816,-14.827290868172252
63,0.5011872336272725,50.12497052863995,-13.385194929062813
64,0.3981071705534973,52.06683230334022,-11.88493493693984
65,0.3162277660168379,53.64971855225992,-10.409105528614255
66,0.251188643150958,54.91521920800812,-9.021309500530183
67,0.1995262314968879,55.916644329186454,-7.76271421755923
68,0.1584893192461114,56.71005573977716,-6.652315828342826
69,0.1258925411794167,57.346745590483664,-5.6903391560566945
70,0.1,57.8681547608821,-4.863751742608929
71,0.0794328234724281,58.30370276119736,-4.152608529647826
72,0.0630957344480193,58.671412844456256,-3.5359083548022405
73,0.0501187233627272,58.98065114104407,-2.9958664944310156
74,0.0398107170553497,59.23588297918033,-2.5199840049780304
75,0.0316227766016837,59.440224104836076,-2.100940145810077
76,0.0251188643150957,59.59781812181218,-1.7349616599786812
77,0.0199526231496888,59.71465003761487,-1.4196852213857305
78,0.0158489319246111,59.79806863422984,-1.1524521049630723
79,0.0125892541179416,59.855708453686766,-0.9295117539477785
80,0.01,59.89449133373516,-0.7460617894262076
