,Freq,Real,Imag
0,1000000.0,9.837679825339258,-0.6110631576939991
1,794328.2347242822,9.837679825339258,-0.6110631576939991
2,630957.3444801943,9.837679825339258,-0.6110631576939991
3,501187.2336272725,9.837679825339258,-0.6110631576939991
4,398107.17055349774,9.837679825339258,-0.6110631576939991
5,316227.7660168379,9.837679825339258,-0.6110631576939991
6,251188.6431509582,9.837679825339258,-0.6110631576939991
7,199526.2314968883,9.837679825339258,-0.6110631576939991
8,158489.3192461114,9.837679825339258,-0.6110631576939991
9,125892.54117941688,9.837679825339258,-0.6110631576939991
10,100000.0,9.837679825339258,-0.6110631576939991
11,79432.82347242821,9.837679825339258,-0.6110631576939991
12,63095.73444801943,9.837679825339258,-0.6110631576939991
13,50118.72336272725,9.837679825339258,-0.6110631576939991
14,39810.71705534977,9.837679825339258,-0.6110631576939991
15,31622.776601683792,9.837679825339258,-0.6110631576939991
16,25118.864315095823,9.837679825339258,-0.6110631576939991
17,19952.62314968883,9.837679825339258,-0.6110631576939991
18,15848.93192461114,9.837679825339258,-0.6110631576939991
19,12589.254117941688,9.837679825339258,-0.6110631576939991
20,10000.0,9.837679825339258,-0.6110631576939991
21,7943.282347242822,9.837679825339258,-0.6110631576939991
22,6309.573444801943,9.837679825339258,-0.6110631576939991
23,5011.872336272725,9.837679825339258,-0.6110631576939991
24,3981.071705534978,9.837679825339258,-0.6110631576939991
25,3162.2776601683795,9.837679825339258,-0.6110631576939991
26,2511.886431509582,9.837679825339258,-0.6110631576939991
27,1995.262314968883,9.837679825339258,-0.6110631576939991
28,1584.893192461114,9.837679825339258,-0.6110631576939991
29,1258.925411794169,9.837679825339258,-0.6110631576939991
30,1000.0,9.837679825339258,-0.6110631576939991
31,794.3282347242822,9.837679825339258,-0.6110631576939991
32,630.9573444801943,9.837679825339258,-0.6110631576939991
33,501.18723362727246,9.837679825339258,-0.6110631576939991
34,398.1071705534977,9.837679825339258,-0.6110631576939991
35,316.227766016838,9.837679825339258,-0.6110631576939991
36,251.18864315095823,9.837679825339258,-0.6110631576939991
37,199.52623149688787,9.837679825339258,-0.6110631576939991
38,158.48931924611142,9.837679825339258,-0.6110631576939991
39,125.89254117941688,9.837679825339258,-0.6110631576939991
40,100.0,9.837679825339258,-0.6110631576939991
41,79.43282347242821,9.837679825339258,-0.6110631576939991
42,63.09573444801936,9.837679825339258,-0.6110631576939991
43,50.11872336272725,9.837679825339258,-0.6110631576939991
44,39.81071705534973,9.837679825339258,-0.6110631576939991
45,31.622776601683796,9.837679825339258,-0.6110631576939991
46,25.11886431509582,9.837679825339258,-0.6110631576939991
47,19.952623149688808,9.837679825339258,-0.6110631576939991
48,15.848931924611142,9.837679825339258,-0.6110631576939991
49,12.589254117941676,9.837679825339258,-0.6110631576939991
50,10.0,9.837679825339258,-0.6110631576939991
51,7.943282347242821,9.837679825339258,-0.6110631576939991
52,6.309573444801936,9.837679825339258,-0.6110631576939991
53,5.011872336272725,9.837679825339258,-0.6110631576939991
54,3.981071705534973,9.837679825339258,-0.6110631576939991
55,3.1622776601683795,9.837679825339258,-0.6110631576939991
56,2.5118864315095824,9.837679825339258,-0.6110631576939991
57,1.9952623149688808,9.837679825339258,-0.6110631576939991
58,1.584893192461114,9.837679825339258,-0.6110631576939991
59,1.2589254117941675,9.837679825339258,-0.6110631576939991
60,1.0,9.837679825339258,-0.6110631576939991
61,0.7943282347242817,9.837679825339258,-0.6110631576939991
62,0.6309573444801934,9.837679825339258,-0.6110631576939991
63,0.5011872336272725,9.837679825339258,-0.6110631576939991
64,0.3981071705534973,9.837679825339258,-0.6110631576939991
65,0.3162277660168379,9.837679825339258,-0.6110631576939991
66,0.251188643150958,9.837679825339258,-0.6110631576939991
67,0.1995262314968879,9.837679825339258,-0.6110631576939991
68,0.1584893192461114,9.837679825339258,-0.6110631576939991
69,0.1258925411794167,9.837679825339258,-0.6110631576939991
70,0.1,9.837679825339258,-0.6110631576939991
71,0.0794328234724281,9.837679825339258,-0.6110631576939991
72,0.0630957344480193,9.837679825339258,-0.6110631576939991
73,0.0501187233627272,9.837679825339258,-0.6110631576939991
74,0.0398107170553497,9.837679825339258,-0.6110631576939991
75,0.0316227766016837,9.837679825339258,-0.6110631576939991
76,0.0251188643150957,9.837679825339258,-0.6110631576939991
77,0.0199526231496888,9.837679825339258,-0.6110631576939991
78,0.0158489319246111,9.837679825339258,-0.6110631576939991
79,0.0125892541179416,9.837679825339258,-0.6110631576939991
80,0.01,9.837679825339258,-0.6110631576939991
